Player_match_SK,PlayerMatch_key,Match_Id,Player_Id,Player_Name,DOB,Batting_hand,Bowling_skill,Country_Name,Role_Desc,Player_team,Opposit_Team,Season_year,Age_As_on_match
17144,50123100185,501231,185,M Vijay,04-01-1984,Right-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Pune Warriors,2011,27
17145,50123100186,501231,186,SB Jakati,11/27/1980,Left-hand bat,Slow left-arm orthodox,India,Player,Chennai Super Kings,Pune Warriors,2011,31
17146,50123100201,501231,201,R Ashwin,9/17/1986,Right-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Pune Warriors,2011,25
17147,50123100248,501231,248,DE Bollinger,7/24/1981,Left-hand bat,Left-arm fast-medium,Australia,Player,Chennai Super Kings,Pune Warriors,2011,30
17148,50123100278,501231,278,S Randiv,1/30/1985,Right-hand bat,Right-arm offbreak,Sri Lanka,Player,Chennai Super Kings,Pune Warriors,2011,26
17149,50123100027,501231,27,Yuvraj Singh,12-12-1981,Left-hand bat,Slow left-arm orthodox,India,Captain,Pune Warriors,Chennai Super Kings,2011,30
17150,50123100046,501231,46,RV Uthappa,11-11-1985,Right-hand bat,Right-arm medium,India,Keeper,Pune Warriors,Chennai Super Kings,2011,26
17151,50123100083,501231,83,M Kartik,09-11-1976,Left-hand bat,Slow left-arm orthodox,India,Player,Pune Warriors,Chennai Super Kings,2011,35
17152,50123100096,501231,96,MK Pandey,09-10-1989,Right-hand bat,Right-arm medium,India,Player,Pune Warriors,Chennai Super Kings,2011,22
17153,50123100157,501231,157,JD Ryder,08-06-1984,Left-hand bat,Right-arm medium,New Zealand,Player,Pune Warriors,Chennai Super Kings,2011,27
17154,50123100171,501231,171,M Manhas,10-12-1979,Right-hand bat,Right-arm offbreak,India,Player,Pune Warriors,Chennai Super Kings,2011,32
17155,50123100231,501231,231,MD Mishra,02-09-1984,Right-hand bat,Right-arm offbreak,India,Player,Pune Warriors,Chennai Super Kings,2011,27
17156,50123100235,501231,235,R Sharma,4/30/1987,Right-hand bat,Right-arm offbreak,India,Player,Pune Warriors,Chennai Super Kings,2011,24
17157,50123100274,501231,274,AC Thomas,02-09-1977,Right-hand bat,Right-arm fast-medium,England,Player,Pune Warriors,Chennai Super Kings,2011,34
17158,50123100281,501231,281,NL McCullum,09-01-1980,Right-hand bat,Right-arm offbreak,New Zealand,Player,Pune Warriors,Chennai Super Kings,2011,31
17159,50123100282,501231,282,JE Taylor,6/22/1984,Right-hand bat,Right-arm fast,New Zealand,Player,Pune Warriors,Chennai Super Kings,2011,27
17160,50123200008,501232,8,V Kohli,11-05-1988,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Delhi Daredevils,2011,23
17161,50123200015,501232,15,Z Khan,10-07-1978,Right-hand bat,Left-arm fast-medium,India,Player,Royal Challengers Bangalore,Delhi Daredevils,2011,33
17162,50123200079,501232,79,SS Tiwary,12/30/1989,Left-hand bat,N/A,India,Player,Royal Challengers Bangalore,Delhi Daredevils,2011,22
17163,50123200110,501232,110,AB de Villiers,2/17/1984,Right-hand bat,Right-arm medium,South Africa,Keeper,Royal Challengers Bangalore,Delhi Daredevils,2011,27
17164,50123200135,501232,135,TM Dilshan,10/14/1976,Right-hand bat,Right-arm offbreak,Sri Lanka,Player,Royal Challengers Bangalore,Delhi Daredevils,2011,35
17165,50123200162,501232,162,CH Gayle,9/21/1979,Left-hand bat,Right-arm offbreak,West Indies,Player,Royal Challengers Bangalore,Delhi Daredevils,2011,32
17166,50123200175,501232,175,DL Vettori,1/27/1979,Left-hand bat,Slow left-arm orthodox,New Zealand,Captain,Royal Challengers Bangalore,Delhi Daredevils,2011,32
17167,50123200203,501232,203,CA Pujara,1/25/1988,Right-hand bat,Legbreak,India,Player,Royal Challengers Bangalore,Delhi Daredevils,2011,23
17168,50123200244,501232,244,A Mithun,10/25/1989,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Delhi Daredevils,2011,22
17169,50123200270,501232,270,S Aravind,04-08-1984,Left-hand bat,Left-arm medium-fast,India,Player,Royal Challengers Bangalore,Delhi Daredevils,2011,27
17170,50123200283,501232,283,J Syed Mohammad,06-03-1983,Left-hand bat,Slow left-arm orthodox,India,Player,Royal Challengers Bangalore,Delhi Daredevils,2011,28
17171,50123200025,501232,25,JR Hopes,10/24/1978,Right-hand bat,Right-arm medium,Australia,Player,Delhi Daredevils,Royal Challengers Bangalore,2011,33
17172,50123200029,501232,29,IK Pathan,10/27/1984,Left-hand bat,Left-arm medium-fast,India,Player,Delhi Daredevils,Royal Challengers Bangalore,2011,27
17173,50123200041,501232,41,V Sehwag,10/20/1978,Right-hand bat,Right-arm offbreak,India,Captain,Delhi Daredevils,Royal Challengers Bangalore,2011,33
17174,50123200054,501232,54,Y Venugopal Rao,2/26/1982,Right-hand bat,Right-arm offbreak,India,Player,Delhi Daredevils,Royal Challengers Bangalore,2011,29
17175,50123200106,501232,106,AB Dinda,3/25/1984,Right-hand bat,Right-arm medium-fast,India,Player,Delhi Daredevils,Royal Challengers Bangalore,2011,27
17176,50123200183,501232,183,NV Ojha,7/20/1983,Right-hand bat,N/A,India,Keeper,Delhi Daredevils,Royal Challengers Bangalore,2011,28
17177,50123200187,501232,187,DA Warner,10/27/1986,Left-hand bat,Legbreak,Australia,Player,Delhi Daredevils,Royal Challengers Bangalore,2011,25
17178,50123200190,501232,190,M Morkel,10-06-1984,Left-hand bat,Right-arm fast,South Africa,Player,Delhi Daredevils,Royal Challengers Bangalore,2011,27
17179,50123200199,501232,199,Y Nagar,01-06-1990,Right-hand bat,Right-arm offbreak,India,Player,Delhi Daredevils,Royal Challengers Bangalore,2011,21
17180,50123200232,501232,232,UT Yadav,10/25/1987,Right-hand bat,Right-arm fast-medium,India,Player,Delhi Daredevils,Royal Challengers Bangalore,2011,24
17181,50123200271,501232,271,MS Wade,12/26/1987,Left-hand bat,Right-arm medium,Australia,Player,Delhi Daredevils,Royal Challengers Bangalore,2011,24
17182,50123300019,501233,19,MEK Hussey,5/27/1975,Left-hand bat,Right-arm medium,Australia,Player,Chennai Super Kings,Pune Warriors,2011,36
17183,50123300020,501233,20,MS Dhoni,07-07-1981,Right-hand bat,Right-arm medium,India,CaptainKeeper,Chennai Super Kings,Pune Warriors,2011,30
17184,50123300021,501233,21,SK Raina,11/27/1986,Left-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Pune Warriors,2011,25
17185,50123300023,501233,23,S Badrinath,8/30/1980,Right-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Pune Warriors,2011,31
17186,50123300125,501233,125,S Anirudha,4/14/1987,Right-hand bat,N/A,India,Player,Chennai Super Kings,Pune Warriors,2011,24
17187,50123300185,501233,185,M Vijay,04-01-1984,Right-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Pune Warriors,2011,27
17188,50123300186,501233,186,SB Jakati,11/27/1980,Left-hand bat,Slow left-arm orthodox,India,Player,Chennai Super Kings,Pune Warriors,2011,31
17189,50123300201,501233,201,R Ashwin,9/17/1986,Right-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Pune Warriors,2011,25
17190,50123300248,501233,248,DE Bollinger,7/24/1981,Left-hand bat,Left-arm fast-medium,Australia,Player,Chennai Super Kings,Pune Warriors,2011,30
17191,50123300324,501233,324,KMDN Kulasekara,7/22/1982,Right-hand bat,Right-arm fast-medium,Sri Lanka,Player,Chennai Super Kings,Pune Warriors,2011,29
17192,50123300377,501233,377,TG Southee,12-11-1988,Right-hand bat,Right-arm medium-fast,New Zealand,Player,Chennai Super Kings,Pune Warriors,2011,23
17193,50123300027,501233,27,Yuvraj Singh,12-12-1981,Left-hand bat,Slow left-arm orthodox,India,Captain,Pune Warriors,Chennai Super Kings,2011,30
17194,50123300046,501233,46,RV Uthappa,11-11-1985,Right-hand bat,Right-arm medium,India,Keeper,Pune Warriors,Chennai Super Kings,2011,26
17195,50123300083,501233,83,M Kartik,09-11-1976,Left-hand bat,Slow left-arm orthodox,India,Player,Pune Warriors,Chennai Super Kings,2011,35
17196,50123300096,501233,96,MK Pandey,09-10-1989,Right-hand bat,Right-arm medium,India,Player,Pune Warriors,Chennai Super Kings,2011,22
17197,50123300157,501233,157,JD Ryder,08-06-1984,Left-hand bat,Right-arm medium,New Zealand,Player,Pune Warriors,Chennai Super Kings,2011,27
17198,50123300171,501233,171,M Manhas,10-12-1979,Right-hand bat,Right-arm offbreak,India,Player,Pune Warriors,Chennai Super Kings,2011,32
17199,50123300231,501233,231,MD Mishra,02-09-1984,Right-hand bat,Right-arm offbreak,India,Player,Pune Warriors,Chennai Super Kings,2011,27
17200,50123300235,501233,235,R Sharma,4/30/1987,Right-hand bat,Right-arm offbreak,India,Player,Pune Warriors,Chennai Super Kings,2011,24
17201,50123300253,501233,253,MR Marsh,10/20/1991,Right-hand bat,Right-arm medium,Australia,Player,Pune Warriors,Chennai Super Kings,2011,20
17202,50123300274,501233,274,AC Thomas,02-09-1977,Right-hand bat,Right-arm fast-medium,England,Player,Pune Warriors,Chennai Super Kings,2011,34
17203,50123300282,501233,282,JE Taylor,6/22/1984,Right-hand bat,Right-arm fast,New Zealand,Player,Pune Warriors,Chennai Super Kings,2011,27
17204,50123400010,501234,10,CL White,8/18/1983,Right-hand bat,Legbreak googly,Australia,Player,Deccan Chargers,Kochi Tuskers Kerala,2011,28
17205,50123400026,501234,26,KC Sangakkara,10/27/1977,Left-hand bat,Right-arm offbreak,Sri Lanka,CaptainKeeper,Deccan Chargers,Kochi Tuskers Kerala,2011,34
17206,50123400042,501234,42,S Dhawan,12-05-1985,Left-hand bat,Right-arm offbreak,India,Player,Deccan Chargers,Kochi Tuskers Kerala,2011,26
17207,50123400065,501234,65,S Sohal,11-10-1987,Right-hand bat,Legbreak,India,Player,Deccan Chargers,Kochi Tuskers Kerala,2011,24
17208,50123400084,501234,84,I Sharma,09-02-1988,Right-hand bat,Right-arm fast-medium,India,Player,Deccan Chargers,Kochi Tuskers Kerala,2011,23
17209,50123400093,501234,93,B Chipli,1/27/1983,Right-hand bat,Right-arm medium,India,Player,Deccan Chargers,Kochi Tuskers Kerala,2011,28
17210,50123400094,501234,94,DW Steyn,6/27/1983,Right-hand bat,Right-arm fast,South Africa,Player,Deccan Chargers,Kochi Tuskers Kerala,2011,28
17211,50123400112,501234,112,DB Ravi Teja,09-05-1987,Right-hand bat,Legbreak googly,India,Player,Deccan Chargers,Kochi Tuskers Kerala,2011,24
17212,50123400120,501234,120,MS Gony,01-04-1984,Right-hand bat,Right-arm medium,India,Player,Deccan Chargers,Kochi Tuskers Kerala,2011,27
17213,50123400136,501234,136,A Mishra,11/24/1982,Right-hand bat,Legbreak,India,Player,Deccan Chargers,Kochi Tuskers Kerala,2011,29
17214,50123400258,501234,258,DT Christian,05-04-1983,Right-hand bat,Right-arm fast-medium,Australia,Player,Deccan Chargers,Kochi Tuskers Kerala,2011,28
17215,50123400002,501234,2,BB McCullum,9/27/1981,Right-hand bat,Right-arm medium,New Zealand,Player,Kochi Tuskers Kerala,Deccan Chargers,2011,30
17216,50123400017,501234,17,PA Patel,03-09-1985,Left-hand bat,N/A,India,Keeper,Kochi Tuskers Kerala,Deccan Chargers,2011,26
17217,50123400035,501234,35,RA Jadeja,12-06-1988,Left-hand bat,Slow left-arm orthodox,India,Player,Kochi Tuskers Kerala,Deccan Chargers,2011,23
17218,50123400061,501234,61,RP Singh,12-06-1985,Right-hand bat,Left-arm fast-medium,India,Player,Kochi Tuskers Kerala,Deccan Chargers,2011,26
17219,50123400064,501234,64,DPMD Jayawardene,5/27/1977,Right-hand bat,Right-arm medium,Sri Lanka,Captain,Kochi Tuskers Kerala,Deccan Chargers,2011,34
17220,50123400077,501234,77,S Sreesanth,02-06-1983,Right-hand bat,Right-arm fast-medium,India,Player,Kochi Tuskers Kerala,Deccan Chargers,2011,28
17221,50123400081,501234,81,R Vinay Kumar,02-12-1984,Right-hand bat,Right-arm medium,India,Player,Kochi Tuskers Kerala,Deccan Chargers,2011,27
17222,50123400104,501234,104,BJ Hodge,12/29/1974,Right-hand bat,Right-arm offbreak,Australia,Player,Kochi Tuskers Kerala,Deccan Chargers,2011,37
17223,50123400237,501234,237,KM Jadhav,3/26/1985,Right-hand bat,Right-arm offbreak,India,Player,Kochi Tuskers Kerala,Deccan Chargers,2011,26
17224,50123400259,501234,259,RV Gomez,10/16/1985,Right-hand bat,Right-arm medium,India,Player,Kochi Tuskers Kerala,Deccan Chargers,2011,26
17225,50123400280,501234,280,NLTC Perera,04-03-1989,Left-hand bat,Right-arm medium-fast,Sri Lanka,Player,Kochi Tuskers Kerala,Deccan Chargers,2011,22
17226,50123500025,501235,25,JR Hopes,10/24/1978,Right-hand bat,Right-arm medium,Australia,Player,Delhi Daredevils,Kolkata Knight Riders,2011,33
17227,50123500029,501235,29,IK Pathan,10/27/1984,Left-hand bat,Left-arm medium-fast,India,Player,Delhi Daredevils,Kolkata Knight Riders,2011,27
17228,50123500041,501235,41,V Sehwag,10/20/1978,Right-hand bat,Right-arm offbreak,India,Captain,Delhi Daredevils,Kolkata Knight Riders,2011,33
17229,50123500054,501235,54,Y Venugopal Rao,2/26/1982,Right-hand bat,Right-arm offbreak,India,Player,Delhi Daredevils,Kolkata Knight Riders,2011,29
17230,50123500082,501235,82,AB Agarkar,12-04-1977,Right-hand bat,Right-arm fast,India,Player,Delhi Daredevils,Kolkata Knight Riders,2011,34
17231,50123500183,501235,183,NV Ojha,7/20/1983,Right-hand bat,N/A,India,Keeper,Delhi Daredevils,Kolkata Knight Riders,2011,28
17232,50123500187,501235,187,DA Warner,10/27/1986,Left-hand bat,Legbreak,Australia,Player,Delhi Daredevils,Kolkata Knight Riders,2011,25
17233,50123500190,501235,190,M Morkel,10-06-1984,Left-hand bat,Right-arm fast,South Africa,Player,Delhi Daredevils,Kolkata Knight Riders,2011,27
17234,50123500199,501235,199,Y Nagar,01-06-1990,Right-hand bat,Right-arm offbreak,India,Player,Delhi Daredevils,Kolkata Knight Riders,2011,21
17235,50123500232,501235,232,UT Yadav,10/25/1987,Right-hand bat,Right-arm fast-medium,India,Player,Delhi Daredevils,Kolkata Knight Riders,2011,24
17236,50123500285,501235,285,TR Birt,12-09-1981,Left-hand bat,Right-arm medium,Australia,Player,Delhi Daredevils,Kolkata Knight Riders,2011,30
17237,50123500009,501235,9,JH Kallis,10/16/1975,Right-hand bat,Right-arm fast-medium,South Africa,Player,Kolkata Knight Riders,Delhi Daredevils,2011,36
17238,50123500031,501235,31,YK Pathan,11/17/1982,Right-hand bat,Right-arm offbreak,India,Player,Kolkata Knight Riders,Delhi Daredevils,2011,29
17239,50123500040,501235,40,G Gambhir,10/14/1981,Left-hand bat,Legbreak,India,Captain,Kolkata Knight Riders,Delhi Daredevils,2011,30
17240,50123500066,501235,66,B Lee,11-08-1976,Right-hand bat,Right-arm fast,Australia,Player,Kolkata Knight Riders,Delhi Daredevils,2011,35
17241,50123500087,501235,87,MK Tiwary,11/14/1985,Right-hand bat,Legbreak googly,India,Player,Kolkata Knight Riders,Delhi Daredevils,2011,26
17242,50123500132,501235,132,SP Goswami,5/18/1989,Left-hand bat,N/A,India,Keeper,Kolkata Knight Riders,Delhi Daredevils,2011,22
17243,50123500140,501235,140,Iqbal Abdulla,12-02-1989,Left-hand bat,Slow left-arm orthodox,India,Player,Kolkata Knight Riders,Delhi Daredevils,2011,22
17244,50123500151,501235,151,L Balaji,9/27/1981,Right-hand bat,Right-arm medium-fast,India,Player,Kolkata Knight Riders,Delhi Daredevils,2011,30
17245,50123500216,501235,216,EJG Morgan,09-10-1986,Left-hand bat,Right-arm medium,England,Player,Kolkata Knight Riders,Delhi Daredevils,2011,25
17246,50123500284,501235,284,RN ten Doeschate,6/30/1980,Right-hand bat,Right-arm medium-fast,Netherlands,Player,Kolkata Knight Riders,Delhi Daredevils,2011,31
17247,50123500346,501235,346,JD Unadkat,10/18/1991,Right-hand bat,Left-arm medium,India,Player,Kolkata Knight Riders,Delhi Daredevils,2011,20
17248,50123600006,501236,6,R Dravid,01-11-1973,Right-hand bat,Right-arm offbreak,India,Player,Rajasthan Royals,Mumbai Indians,2011,38
17249,50123600032,501236,32,SR Watson,6/17/1981,Right-hand bat,Right-arm fast-medium,Australia,Player,Rajasthan Royals,Mumbai Indians,2011,30
17250,50123600038,501236,38,SK Warne,9/13/1969,Right-hand bat,Legbreak googly,Australia,Captain,Rajasthan Royals,Mumbai Indians,2011,42
17251,50123600039,501236,39,SK Trivedi,09-04-1982,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Mumbai Indians,2011,29
17252,50123600052,501236,52,LRPL Taylor,03-08-1984,Right-hand bat,Right-arm offbreak,New Zealand,Player,Rajasthan Royals,Mumbai Indians,2011,27
17253,50123600085,501236,85,AM Rahane,06-06-1988,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Mumbai Indians,2011,23
17254,50123600192,501236,192,J Botha,05-02-1982,Right-hand bat,Right-arm offbreak,South Africa,Player,Rajasthan Royals,Mumbai Indians,2011,29
17255,50123600196,501236,196,A Singh,6/21/1981,Right-hand bat,Right-arm medium-fast,India,Player,Rajasthan Royals,Mumbai Indians,2011,30
17256,50123600255,501236,255,STR Binny,06-03-1984,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Mumbai Indians,2011,27
17257,50123600266,501236,266,AL Menaria,10/29/1990,Left-hand bat,Slow left-arm orthodox,India,Player,Rajasthan Royals,Mumbai Indians,2011,21
17258,50123600277,501236,277,DH Yagnik,6/22/1983,Left-hand bat,N/A,India,Keeper,Rajasthan Royals,Mumbai Indians,2011,28
17259,50123600050,501236,50,Harbhajan Singh,07-03-1980,Right-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Rajasthan Royals,2011,31
17260,50123600056,501236,56,A Symonds,06-09-1975,Right-hand bat,Right-arm offbreak,Australia,Player,Mumbai Indians,Rajasthan Royals,2011,36
17261,50123600057,501236,57,RG Sharma,4/30/1987,Right-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Rajasthan Royals,2011,24
17262,50123600126,501236,126,MM Patel,07-12-1983,Right-hand bat,Right-arm medium-fast,India,Player,Mumbai Indians,Rajasthan Royals,2011,28
17263,50123600133,501236,133,SR Tendulkar,4/24/1973,Right-hand bat,Right-arm offbreak,India,Captain,Mumbai Indians,Rajasthan Royals,2011,38
17264,50123600194,501236,194,SL Malinga,8/28/1983,Right-hand bat,Right-arm fast,Sri Lanka,Player,Mumbai Indians,Rajasthan Royals,2011,28
17265,50123600208,501236,208,AT Rayudu,9/23/1985,Right-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Rajasthan Royals,2011,26
17266,50123600209,501236,209,R Sathish,1/14/1981,Right-hand bat,Right-arm medium,India,Player,Mumbai Indians,Rajasthan Royals,2011,30
17267,50123600221,501236,221,KA Pollard,05-12-1987,Right-hand bat,Right-arm medium-fast,West Indies,Player,Mumbai Indians,Rajasthan Royals,2011,24
17268,50123600263,501236,263,DJ Jacobs,11-04-1982,Right-hand bat,Right-arm medium,South Africa,Keeper,Mumbai Indians,Rajasthan Royals,2011,29
17269,50123600286,501236,286,AG Murtaza,01-01-1990,Left-hand bat,Slow left-arm orthodox,India,Player,Mumbai Indians,Rajasthan Royals,2011,21
17270,50123700008,501237,8,V Kohli,11-05-1988,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Pune Warriors,2011,23
17271,50123700015,501237,15,Z Khan,10-07-1978,Right-hand bat,Left-arm fast-medium,India,Player,Royal Challengers Bangalore,Pune Warriors,2011,33
17272,50123700033,501237,33,M Kaif,12-01-1980,Right-hand bat,Right-arm offbreak,India,Player,Royal Challengers Bangalore,Pune Warriors,2011,31
17273,50123700079,501237,79,SS Tiwary,12/30/1989,Left-hand bat,N/A,India,Player,Royal Challengers Bangalore,Pune Warriors,2011,22
17274,50123700110,501237,110,AB de Villiers,2/17/1984,Right-hand bat,Right-arm medium,South Africa,Keeper,Royal Challengers Bangalore,Pune Warriors,2011,27
17275,50123700135,501237,135,TM Dilshan,10/14/1976,Right-hand bat,Right-arm offbreak,Sri Lanka,Player,Royal Challengers Bangalore,Pune Warriors,2011,35
17276,50123700162,501237,162,CH Gayle,9/21/1979,Left-hand bat,Right-arm offbreak,West Indies,Player,Royal Challengers Bangalore,Pune Warriors,2011,32
17277,50123700175,501237,175,DL Vettori,1/27/1979,Left-hand bat,Slow left-arm orthodox,New Zealand,Captain,Royal Challengers Bangalore,Pune Warriors,2011,32
17278,50123700244,501237,244,A Mithun,10/25/1989,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Pune Warriors,2011,22
17279,50123700270,501237,270,S Aravind,04-08-1984,Left-hand bat,Left-arm medium-fast,India,Player,Royal Challengers Bangalore,Pune Warriors,2011,27
17280,50123700283,501237,283,J Syed Mohammad,06-03-1983,Left-hand bat,Slow left-arm orthodox,India,Player,Royal Challengers Bangalore,Pune Warriors,2011,28
17281,50123700027,501237,27,Yuvraj Singh,12-12-1981,Left-hand bat,Slow left-arm orthodox,India,Captain,Pune Warriors,Royal Challengers Bangalore,2011,30
17282,50123700046,501237,46,RV Uthappa,11-11-1985,Right-hand bat,Right-arm medium,India,Keeper,Pune Warriors,Royal Challengers Bangalore,2011,26
17283,50123700096,501237,96,MK Pandey,09-10-1989,Right-hand bat,Right-arm medium,India,Player,Pune Warriors,Royal Challengers Bangalore,2011,22
17284,50123700157,501237,157,JD Ryder,08-06-1984,Left-hand bat,Right-arm medium,New Zealand,Player,Pune Warriors,Royal Challengers Bangalore,2011,27
17285,50123700160,501237,160,Kamran Khan,03-10-1991,Left-hand bat,Left-arm medium-fast,India,Player,Pune Warriors,Royal Challengers Bangalore,2011,20
17286,50123700171,501237,171,M Manhas,10-12-1979,Right-hand bat,Right-arm offbreak,India,Player,Pune Warriors,Royal Challengers Bangalore,2011,32
17287,50123700235,501237,235,R Sharma,4/30/1987,Right-hand bat,Right-arm offbreak,India,Player,Pune Warriors,Royal Challengers Bangalore,2011,24
17288,50123700272,501237,272,TD Paine,12-08-1984,Right-hand bat,Right-arm medium,Australia,Player,Pune Warriors,Royal Challengers Bangalore,2011,27
17289,50123700274,501237,274,AC Thomas,02-09-1977,Right-hand bat,Right-arm fast-medium,England,Player,Pune Warriors,Royal Challengers Bangalore,2011,34
17290,50123700282,501237,282,JE Taylor,6/22/1984,Right-hand bat,Right-arm fast,New Zealand,Player,Pune Warriors,Royal Challengers Bangalore,2011,27
17291,50123700287,501237,287,Harpreet Singh,08-11-1991,Left-hand bat,Right-arm medium,India,Player,Pune Warriors,Royal Challengers Bangalore,2011,20
17292,50123800029,501238,29,IK Pathan,10/27/1984,Left-hand bat,Left-arm medium-fast,India,Player,Delhi Daredevils,Kochi Tuskers Kerala,2011,27
17293,50123800041,501238,41,V Sehwag,10/20/1978,Right-hand bat,Right-arm offbreak,India,Captain,Delhi Daredevils,Kochi Tuskers Kerala,2011,33
17294,50123800054,501238,54,Y Venugopal Rao,2/26/1982,Right-hand bat,Right-arm offbreak,India,Player,Delhi Daredevils,Kochi Tuskers Kerala,2011,29
17295,50123800082,501238,82,AB Agarkar,12-04-1977,Right-hand bat,Right-arm fast,India,Player,Delhi Daredevils,Kochi Tuskers Kerala,2011,34
17296,50123800177,501238,177,RE van der Merwe,12/31/1984,Right-hand bat,Slow left-arm orthodox,South Africa,Player,Delhi Daredevils,Kochi Tuskers Kerala,2011,27
17297,50123800183,501238,183,NV Ojha,7/20/1983,Right-hand bat,N/A,India,Keeper,Delhi Daredevils,Kochi Tuskers Kerala,2011,28
17298,50123800187,501238,187,DA Warner,10/27/1986,Left-hand bat,Legbreak,Australia,Player,Delhi Daredevils,Kochi Tuskers Kerala,2011,25
17299,50123800190,501238,190,M Morkel,10-06-1984,Left-hand bat,Right-arm fast,South Africa,Player,Delhi Daredevils,Kochi Tuskers Kerala,2011,27
17300,50123800199,501238,199,Y Nagar,01-06-1990,Right-hand bat,Right-arm offbreak,India,Player,Delhi Daredevils,Kochi Tuskers Kerala,2011,21
17301,50123800232,501238,232,UT Yadav,10/25/1987,Right-hand bat,Right-arm fast-medium,India,Player,Delhi Daredevils,Kochi Tuskers Kerala,2011,24
17302,50123800285,501238,285,TR Birt,12-09-1981,Left-hand bat,Right-arm medium,Australia,Player,Delhi Daredevils,Kochi Tuskers Kerala,2011,30
17303,50123800002,501238,2,BB McCullum,9/27/1981,Right-hand bat,Right-arm medium,New Zealand,Player,Kochi Tuskers Kerala,Delhi Daredevils,2011,30
17304,50123800012,501238,12,B Akhil,10-07-1977,Right-hand bat,Right-arm medium-fast,India,Player,Kochi Tuskers Kerala,Delhi Daredevils,2011,34
17305,50123800017,501238,17,PA Patel,03-09-1985,Left-hand bat,N/A,India,Keeper,Kochi Tuskers Kerala,Delhi Daredevils,2011,26
17306,50123800035,501238,35,RA Jadeja,12-06-1988,Left-hand bat,Slow left-arm orthodox,India,Player,Kochi Tuskers Kerala,Delhi Daredevils,2011,23
17307,50123800061,501238,61,RP Singh,12-06-1985,Right-hand bat,Left-arm fast-medium,India,Player,Kochi Tuskers Kerala,Delhi Daredevils,2011,26
17308,50123800064,501238,64,DPMD Jayawardene,5/27/1977,Right-hand bat,Right-arm medium,Sri Lanka,Captain,Kochi Tuskers Kerala,Delhi Daredevils,2011,34
17309,50123800077,501238,77,S Sreesanth,02-06-1983,Right-hand bat,Right-arm fast-medium,India,Player,Kochi Tuskers Kerala,Delhi Daredevils,2011,28
17310,50123800081,501238,81,R Vinay Kumar,02-12-1984,Right-hand bat,Right-arm medium,India,Player,Kochi Tuskers Kerala,Delhi Daredevils,2011,27
17311,50123800104,501238,104,BJ Hodge,12/29/1974,Right-hand bat,Right-arm offbreak,Australia,Player,Kochi Tuskers Kerala,Delhi Daredevils,2011,37
17312,50123800153,501238,153,RR Powar,5/20/1978,Right-hand bat,Right-arm offbreak,India,Player,Kochi Tuskers Kerala,Delhi Daredevils,2011,33
17313,50123800288,501238,288,M Klinger,07-04-1980,Right-hand bat,N/A,Australia,Player,Kochi Tuskers Kerala,Delhi Daredevils,2011,31
17314,50123900004,501239,4,DJ Hussey,7/15/1977,Right-hand bat,Right-arm offbreak,Australia,Player,Kings XI Punjab,Kolkata Knight Riders,2011,34
17315,50123900014,501239,14,P Kumar,10-02-1986,Right-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Kolkata Knight Riders,2011,25
17316,50123900048,501239,48,AM Nayar,10-08-1983,Left-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Kolkata Knight Riders,2011,28
17317,50123900053,501239,53,AC Gilchrist,11/14/1971,Left-hand bat,Right-arm offbreak,Australia,CaptainKeeper,Kings XI Punjab,Kolkata Knight Riders,2011,40
17318,50123900067,501239,67,PP Chawla,12/24/1988,Left-hand bat,Legbreak,India,Player,Kings XI Punjab,Kolkata Knight Riders,2011,23
17319,50123900088,501239,88,KD Karthik,06-01-1985,Right-hand bat,N/A,India,Player,Kings XI Punjab,Kolkata Knight Riders,2011,26
17320,50123900100,501239,100,SE Marsh,07-09-1983,Left-hand bat,Slow left-arm orthodox,Australia,Player,Kings XI Punjab,Kolkata Knight Riders,2011,28
17321,50123900167,501239,167,PC Valthaty,12-07-1983,Right-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Kolkata Knight Riders,2011,28
17322,50123900188,501239,188,RJ Harris,10-11-1979,Right-hand bat,Right-arm fast,Australia,Player,Kings XI Punjab,Kolkata Knight Riders,2011,32
17323,50123900228,501239,228,Bipul Sharma,9/28/1983,Left-hand bat,Slow left-arm orthodox,India,Player,Kings XI Punjab,Kolkata Knight Riders,2011,28
